Date,Close/Last,Volume,Open,High,Low
04/08/2024,$191.63,519609,$192.78,$193.46,$191.59
04/05/2024,$191.82,639292,$191.41,$193.23,$190.95
04/04/2024,$191.03,1249411,$193.22,$194.02,$191.03
04/03/2024,$193.24,870007,$190.96,$193.58,$190.87
04/02/2024,$192.12,644920,$192.33,$192.55,$190.33
04/01/2024,$196.03,554245,$196.37,$197.02,$195.375
03/28/2024,$195.03,376225,$195.49,$196.30,$194.495
03/27/2024,$197.09,852713,$199.20,$199.285,$196.28
03/26/2024,$196.66,557011,$197.68,$198.56,$196.58
03/25/2024,$195.28,419485,$195.15,$196.24,$194.78
03/22/2024,$195.35,533334,$194.52,$195.9512,$193.72
03/21/2024,$194.81,617682,$192.40,$196.605,$192.07
03/20/2024,$190.38,412579,$188.77,$190.54,$188.05
03/19/2024,$188.71,442609,$187.68,$188.745,$187.10
03/18/2024,$186.77,684500,$188.60,$189.04,$186.57
03/15/2024,$188.31,756545,$188.72,$188.85,$187.195
03/14/2024,$190.45,658958,$191.96,$192.515,$189.50
03/13/2024,$192.51,676501,$192.88,$193.03,$191.35
03/12/2024,$193.83,668167,$191.30,$193.93,$190.67
03/11/2024,$189.83,1213558,$188.52,$190.10,$188.37
03/08/2024,$192.99,647394,$194.25,$194.82,$192.39
03/07/2024,$195.57,961447,$193.25,$195.99,$193.12
03/06/2024,$190.68,599608,$190.20,$191.775,$189.96
03/05/2024,$187.46,816137,$191.23,$191.34,$186.59
03/04/2024,$190.82,659303,$189.36,$191.33,$189.18
03/01/2024,$188.53,641329,$187.03,$188.57,$186.81
02/29/2024,$187.87,591737,$187.34,$188.20,$186.13
02/28/2024,$186.67,533617,$186.99,$187.09,$186.09
02/27/2024,$189.17,786956,$188.44,$189.83,$188.05
02/26/2024,$187.51,611990,$187.84,$188.14,$187.29
02/23/2024,$184.22,731190,$183.50,$184.455,$183.18
02/22/2024,$181.69,573375,$180.33,$181.70,$180.21
02/21/2024,$175.92,494712,$175.36,$176.05,$174.88
02/20/2024,$176.60,471800,$177.08,$177.62,$175.71
02/16/2024,$176.91,456640,$176.62,$178.09,$175.96
02/15/2024,$177.60,581056,$177.26,$177.63,$176.37
02/14/2024,$177.47,583640,$175.87,$177.51,$175.83
02/13/2024,$173.98,1023596,$173.25,$174.60,$173.09
02/12/2024,$179.39,607302,$179.89,$180.83,$179.085
02/09/2024,$181.55,446953,$181.66,$181.935,$180.845
02/08/2024,$181.16,557988,$180.50,$181.18,$180.26
02/07/2024,$181.18,619881,$180.07,$181.57,$179.94
02/06/2024,$178.79,602302,$179.17,$179.425,$178.047
02/05/2024,$177.04,660972,$176.28,$177.49,$175.84
02/02/2024,$177.06,851528,$176.50,$177.545,$175.65
02/01/2024,$177.22,601590,$175.11,$177.32,$174.95
01/31/2024,$173.10,685907,$175.64,$176.08,$173.05
01/30/2024,$175.73,631615,$176.40,$176.60,$175.25
01/29/2024,$176.34,642023,$174.16,$176.45,$173.94
01/26/2024,$173.68,1070480,$173.31,$174.12,$173.045
01/25/2024,$173.44,1773740,$175.95,$175.97,$172.325
01/24/2024,$174.61,2737603,$174.55,$176.39,$173.26
01/23/2024,$163.38,1157120,$161.19,$163.39,$161.07
01/22/2024,$163.21,762664,$162.88,$163.73,$162.69
01/19/2024,$163.45,763778,$161.18,$163.72,$161.13
01/18/2024,$160.43,967139,$159.01,$160.525,$158.94
01/17/2024,$157.78,615754,$156.82,$157.905,$155.82
01/16/2024,$156.82,523758,$156.78,$157.45,$156.28
01/12/2024,$158.54,603927,$157.98,$158.93,$157.67
01/11/2024,$156.51,484700,$156.65,$157.255,$154.96
01/10/2024,$155.84,961834,$154.84,$156.26,$154.24
01/09/2024,$152.15,466594,$151.16,$152.45,$151.16
01/08/2024,$152.56,606285,$151.43,$152.69,$151.36
01/05/2024,$149.85,576290,$149.47,$151.09,$149.445
01/04/2024,$148.52,905709,$149.54,$149.75,$148.38
01/03/2024,$149.79,945412,$150.00,$150.47,$149.4346
01/02/2024,$150.21,918351,$151.17,$151.28,$149.73
12/29/2023,$154.59,432252,$154.00,$155.06,$154.00
12/28/2023,$154.33,1295536,$155.14,$155.56,$154.33
12/27/2023,$155.90,911615,$154.86,$156.00,$154.825
12/26/2023,$153.18,279751,$152.52,$153.44,$152.52
12/22/2023,$152.70,448398,$152.03,$152.89,$151.87
12/21/2023,$152.18,759445,$151.32,$152.21,$150.84
12/20/2023,$151.14,901881,$153.45,$153.66,$150.88
