新课程序号,课程序号,课程名称,周学时,负责人,授课教师,教师工号,教师职称,课程性质,授课语言,校区,听课专业,选课人数,起始周,结束周,排课信息
QDC160119,5000730000119,工程智能基础,8,鲁正(),"唐和生,朱元,白植舟,崔哲,陈林,潘玥,郑奇腾,杨濛,黄忠凯,周泉","02036,05244,10003,14043,16503,20019,22194,23008,23014,23180","副研究员（自然科学）,副教授,讲师,副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,准聘教授（长聘副教授）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),24,1,16,"白植舟(10003) 星期一5-8节 [5-6] 学院安排 崔哲(14043) 星期一5-8节 [11-16] 学院安排 朱元(05244),周泉(23180) 星期一5-8节 [9-10] 学院安排 杨濛(23008) 星期一5-8节 [7-8] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期一5-8节 [1-4] 学院安排 杨濛(23008) 星期四5-8节 [7-8] 学院安排 朱元(05244),周泉(23180) 星期四5-8节 [9-10] 学院安排 唐和生(02036),陈林(16503),郑奇腾(22194),黄忠凯(23014) 星期四5-8节 [1-4] 学院安排 白植舟(10003),潘玥(20019) 星期四5-8节 [5-6] 学院安排 崔哲(14043) 星期四5-8节 [11-16] 学院安排"
QDC160118,5000730000118,工程智能基础,8,鲁正(),"宗刚,张锦龙,魏泽勇,颜合想,俞春辉,梁鸿俞,Zeeshan Qaiser,王梁坤,丁玉隆,朱崇强,陈建立,李璟昱","05221,11125,13110,15048,18632,21007,22190,22191,23073,24004,24135,25024","讲师,教授,副教授,副教授,长聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,长聘副教授,长聘副教授,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),21,1,16,"张锦龙(11125),魏泽勇(13110) 星期一5-8节 [5-6] 学院安排 俞春辉(18632),丁玉隆(23073) 星期一5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期一5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期一5-8节 [9-10] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期四5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期四5-8节 [9-10] 学院安排 张锦龙(11125),魏泽勇(13110) 星期四5-8节 [5-6] 学院安排 俞春辉(18632),丁玉隆(23073) 星期四5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160117,5000730000117,工程智能基础,8,鲁正(),"宗刚,颜合想,郑康奕,刘超,张自立,王梁坤,吴志露,苏子诚,陈建立,李璨,袁晓芳","05221,15048,18666028,19001,22160,22191,23114,23534,24135,24508,24864","讲师,副教授,null,副教授,教授,助理教授（长聘体系）,预聘副教授,null,长聘副教授,长聘副教授,教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),1,1,16,"刘超(19001),吴志露(23114) 星期一5-8节 [9-10] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 张自立(22160) 星期一5-8节 [11-16] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期一5-8节 [5-6] 学院安排 苏子诚(23534),李璨(24508) 星期一5-8节 [7-8] 学院安排 张自立(22160) 星期四5-8节 [11-16] 学院安排 苏子诚(23534),李璨(24508) 星期四5-8节 [7-8] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期四5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排 刘超(19001),吴志露(23114) 星期四5-8节 [9-10] 学院安排"
QDC160116,5000730000116,工程智能基础,8,鲁正(),"唐和生,宗刚,张文豪,颜合想,王梁坤,赵志鹏,简晓彬,陈建立,陈永霖,欧阳威,王志峰","02036,05221,10137,15048,22191,23033,24072,24135,24166,24169,25045","副研究员（自然科学）,讲师,副教授,副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,长聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),3,1,16,"欧阳威(24169) 星期一5-8节 [9-10] 学院安排 张文豪(10137),王志峰(25045) 星期一5-8节 [7-8] 学院安排 唐和生(02036),颜合想(15048),赵志鹏(23033) 星期一5-8节 [11-16] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 简晓彬(24072),陈永霖(24166) 星期一5-8节 [5-6] 学院安排 唐和生(02036),颜合想(15048) 星期四5-8节 [11-16] 学院安排 张文豪(10137),王志峰(25045) 星期四5-8节 [7-8] 学院安排 欧阳威(24169) 星期四5-8节 [9-10] 学院安排 简晓彬(24072),陈永霖(24166) 星期四5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160115,5000730000115,工程智能基础,8,鲁正(),"宗刚,陆科,颜合想,陈勇臻,赵玛丽,王梁坤,朱晗,张红恩,陈建立","05221,13069,15048,18633,22028,22191,24062,24067,24135","讲师,工程师,副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,长聘副教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),5,1,16,"赵玛丽(22028),张红恩(24067) 星期一5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 宗刚(05221),王梁坤(22191) 星期一5-8节 [11-16] 学院安排 朱晗(24062) 星期一5-8节 [9-10] 学院安排 陆科(13069),陈勇臻(18633) 星期一5-8节 [7-8] 学院安排 宗刚(05221),王梁坤(22191) 星期四5-8节 [11-16] 学院安排 赵玛丽(22028),张红恩(24067) 星期四5-8节 [5-6] 学院安排 陆科(13069),陈勇臻(18633) 星期四5-8节 [7-8] 学院安排 朱晗(24062) 星期四5-8节 [9-10] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160114,5000730000114,工程智能基础,8,鲁正(),"宗刚,李华,颜合想,陈林,张天阳,蒋烁,王梁坤,曾令杰,薛梦奇,唐辰,李文博,陈建立,陈隽","05221,11126,15048,16503,19612,21020,22191,23013,23099,24074,24078,24135,99130","讲师,讲师,副教授,预聘副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,预聘副教授,助理教授（长聘体系）,长聘副教授,教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),15,1,16,"李华(11126),曾令杰(23013) 星期一5-8节 [9-10] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 张天阳(19612),陈隽(99130) 星期一5-8节 [11-16] 学院安排 蒋烁(21020),薛梦奇(23099) 星期一5-8节 [5-6] 学院安排 唐辰(24074),李文博(24078) 星期一5-8节 [7-8] 学院安排 唐辰(24074),李文博(24078) 星期四5-8节 [7-8] 学院安排 陈林(16503),张天阳(19612),陈隽(99130) 星期四5-8节 [11-16] 学院安排 李华(11126),曾令杰(23013) 星期四5-8节 [9-10] 学院安排 蒋烁(21020),薛梦奇(23099) 星期四5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160113,5000730000113,工程智能基础,8,鲁正(),"宗刚,朱元,白植舟,崔哲,颜合想,潘玥,王梁坤,杨濛,周泉,陈建立","05221,05244,10003,14043,15048,20019,22191,23008,23180,24135","讲师,副教授,讲师,副教授,副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,准聘教授（长聘副教授）,长聘副教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),25,1,16,"朱元(05244),周泉(23180) 星期一5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 白植舟(10003) 星期一5-8节 [11-16] 学院安排 崔哲(14043) 星期一5-8节 [9-10] 学院安排 杨濛(23008) 星期一5-8节 [5-6] 学院安排 杨濛(23008) 星期四5-8节 [5-6] 学院安排 白植舟(10003),潘玥(20019) 星期四5-8节 [11-16] 学院安排 朱元(05244),周泉(23180) 星期四5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排 崔哲(14043) 星期四5-8节 [9-10] 学院安排"
QDC160112,5000730000112,工程智能基础,8,鲁正(),"张锦龙,魏泽勇,李卫超,潘子超,俞春辉,梁鸿俞,Zeeshan Qaiser,丁玉隆,方根深,朱崇强,李璟昱","11125,13110,15017,16032,18632,21007,22190,23073,23181,24004,25024","教授,副教授,副教授,副教授,长聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,长聘副教授,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),25,1,16,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期一5-8节 [7-8] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期一5-8节 [9-10] 学院安排 张锦龙(11125),魏泽勇(13110) 星期一5-8节 [11-16] 学院安排 俞春辉(18632),丁玉隆(23073) 星期一5-8节 [5-6] 学院安排 张锦龙(11125),魏泽勇(13110) 星期四5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期四5-8节 [7-8] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期四5-8节 [9-10] 学院安排 俞春辉(18632),丁玉隆(23073) 星期四5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排"
QDC160111,5000730000111,工程智能基础,8,鲁正(),"李卫超,潘子超,郑康奕,刘超,徐骁青,吴志露,方根深,苏子诚,李璨,袁晓芳","15017,16032,18666028,19001,21030,23114,23181,23534,24508,24864","副教授,副教授,null,副教授,助理教授（长聘体系）,预聘副教授,助理教授（长聘体系）,null,长聘副教授,教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),22,1,16,"苏子诚(23534),李璨(24508) 星期一5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期一5-8节 [11-16] 学院安排 徐骁青(21030) 星期一5-8节 [9-10] 学院安排 刘超(19001),吴志露(23114) 星期一5-8节 [7-8] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期四5-8节 [11-16] 学院安排 刘超(19001),吴志露(23114) 星期四5-8节 [7-8] 学院安排 苏子诚(23534),李璨(24508) 星期四5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排 徐骁青(21030) 星期四5-8节 [9-10] 学院安排"
QDC160110,5000730000110,工程智能基础,8,鲁正(),"唐和生,张文豪,李卫超,颜合想,潘子超,赵志鹏,方根深,简晓彬,陈永霖,欧阳威,王志峰","02036,10137,15017,15048,16032,23033,23181,24072,24166,24169,25045","副研究员（自然科学）,副教授,副教授,副教授,副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),11,1,16,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 唐和生(02036),颜合想(15048),赵志鹏(23033) 星期一5-8节 [9-10] 学院安排 简晓彬(24072),陈永霖(24166) 星期一5-8节 [11-16] 学院安排 欧阳威(24169) 星期一5-8节 [7-8] 学院安排 张文豪(10137),王志峰(25045) 星期一5-8节 [5-6] 学院安排 张文豪(10137),王志峰(25045) 星期四5-8节 [5-6] 学院安排 简晓彬(24072),陈永霖(24166) 星期四5-8节 [11-16] 学院安排 唐和生(02036),颜合想(15048) 星期四5-8节 [9-10] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排 欧阳威(24169) 星期四5-8节 [7-8] 学院安排"
QDC160109,5000730000109,工程智能基础,8,鲁正(),"宗刚,陆科,李卫超,潘子超,陈勇臻,赵玛丽,王梁坤,方根深,朱晗,张红恩","05221,13069,15017,16032,18633,22028,22191,23181,24062,24067","讲师,工程师,副教授,副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),17,1,16,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 陆科(13069),陈勇臻(18633) 星期一5-8节 [5-6] 学院安排 宗刚(05221),王梁坤(22191) 星期一5-8节 [9-10] 学院安排 赵玛丽(22028),张红恩(24067) 星期一5-8节 [11-16] 学院安排 朱晗(24062) 星期一5-8节 [7-8] 学院安排 朱晗(24062) 星期四5-8节 [7-8] 学院安排 宗刚(05221),王梁坤(22191) 星期四5-8节 [9-10] 学院安排 赵玛丽(22028),张红恩(24067) 星期四5-8节 [11-16] 学院安排 陆科(13069),陈勇臻(18633) 星期四5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排"
QDC160108,5000730000108,工程智能基础,8,鲁正(),"李华,李卫超,潘子超,陈林,张天阳,蒋烁,曾令杰,薛梦奇,方根深,唐辰,李文博,陈隽","11126,15017,16032,16503,19612,21020,23013,23099,23181,24074,24078,99130","讲师,副教授,副教授,预聘副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,预聘副教授,助理教授（长聘体系）,教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),25,1,16,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 蒋烁(21020),薛梦奇(23099) 星期一5-8节 [11-16] 学院安排 张天阳(19612),陈隽(99130) 星期一5-8节 [9-10] 学院安排 李华(11126),曾令杰(23013) 星期一5-8节 [7-8] 学院安排 唐辰(24074),李文博(24078) 星期一5-8节 [5-6] 学院安排 唐辰(24074),李文博(24078) 星期四5-8节 [5-6] 学院安排 李华(11126),曾令杰(23013) 星期四5-8节 [7-8] 学院安排 陈林(16503),张天阳(19612),陈隽(99130) 星期四5-8节 [9-10] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排 蒋烁(21020),薛梦奇(23099) 星期四5-8节 [11-16] 学院安排"
QDC160107,5000730000107,工程智能基础,8,鲁正(),"朱元,白植舟,崔哲,李卫超,潘子超,潘玥,杨濛,周泉,方根深","05244,10003,14043,15017,16032,20019,23008,23180,23181","副教授,讲师,副教授,副教授,副教授,预聘副教授,助理教授（长聘体系）,准聘教授（长聘副教授）,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),25,1,16,"杨濛(23008) 星期一5-8节 [11-16] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 朱元(05244),周泉(23180) 星期一5-8节 [5-6] 学院安排 白植舟(10003) 星期一5-8节 [9-10] 学院安排 崔哲(14043) 星期一5-8节 [7-8] 学院安排 朱元(05244),周泉(23180) 星期四5-8节 [5-6] 学院安排 崔哲(14043) 星期四5-8节 [7-8] 学院安排 杨濛(23008) 星期四5-8节 [11-16] 学院安排 白植舟(10003),潘玥(20019) 星期四5-8节 [9-10] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排"
QDC160106,5000730000106,工程智能基础,8,鲁正(),"张锦龙,魏泽勇,俞春辉,张天阳,潘玥,梁鸿俞,Zeeshan Qaiser,丁玉隆,李璟昱","11125,13110,18632,19612,20019,21007,22190,23073,25024","教授,副教授,长聘副教授,预聘副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),25,1,16,"张天阳(19612) 星期一5-8节 [1-4] 学院安排 张锦龙(11125),魏泽勇(13110) 星期一5-8节 [9-10] 学院安排 Zeeshan Qaiser(22190) 星期一5-8节 [7-8] 学院安排 俞春辉(18632),丁玉隆(23073) 星期一5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期一5-8节 [5-6] 学院安排 俞春辉(18632),丁玉隆(23073) 星期四5-8节 [11-16] 学院安排 张锦龙(11125),魏泽勇(13110) 星期四5-8节 [9-10] 学院安排 Zeeshan Qaiser(22190) 星期四5-8节 [7-8] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期四5-8节 [5-6] 学院安排 张天阳(19612),潘玥(20019) 星期四5-8节 [1-4] 学院安排"
QDC160105,5000730000105,工程智能基础,8,鲁正(),"郑康奕,刘超,张天阳,潘玥,徐骁青,张自立,吴志露,苏子诚,李璨,袁晓芳","18666028,19001,19612,20019,21030,22160,23114,23534,24508,24864","null,副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,教授,预聘副教授,null,长聘副教授,教授",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),24,1,16,"刘超(19001),吴志露(23114) 星期一5-8节 [5-6] 学院安排 张天阳(19612) 星期一5-8节 [1-4] 学院安排 苏子诚(23534),李璨(24508) 星期一5-8节 [11-16] 学院安排 徐骁青(21030),张自立(22160) 星期一5-8节 [7-8] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期一5-8节 [9-10] 学院安排 张天阳(19612),潘玥(20019) 星期四5-8节 [1-4] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期四5-8节 [9-10] 学院安排 刘超(19001),吴志露(23114) 星期四5-8节 [5-6] 学院安排 徐骁青(21030),张自立(22160) 星期四5-8节 [7-8] 学院安排 苏子诚(23534),李璨(24508) 星期四5-8节 [11-16] 学院安排"
QDC160104,5000730000104,工程智能基础,8,鲁正(),"唐和生,张文豪,颜合想,张天阳,潘玥,赵志鹏,简晓彬,陈永霖,欧阳威,王志峰","02036,10137,15048,19612,20019,23033,24072,24166,24169,25045","副研究员（自然科学）,副教授,副教授,预聘副教授,预聘副教授,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）,助理教授（长聘体系）",实践环节课程,中文,四平路校区,2025(工科试验班(卓越计划班) 09101),25,1,16,"欧阳威(24169) 星期一5-8节 [5-6] 学院安排 张天阳(19612) 星期一5-8节 [1-4] 学院安排 简晓彬(24072),陈永霖(24166) 星期一5-8节 [9-10] 学院安排 张文豪(10137),王志峰(25045) 星期一5-8节 [11-16] 学院安排 唐和生(02036),颜合想(15048),赵志鹏(23033) 星期一5-8节 [7-8] 学院安排 张文豪(10137),王志峰(25045) 星期四5-8节 [11-16] 学院安排 简晓彬(24072),陈永霖(24166) 星期四5-8节 [9-10] 学院安排 唐和生(02036),颜合想(15048) 星期四5-8节 [7-8] 学院安排 张天阳(19612),潘玥(20019) 星期四5-8节 [1-4] 学院安排 欧阳威(24169) 星期四5-8节 [5-6] 学院安排"
