新课程序号,课程名称,课程性质,校区,排课信息
CTE372101,工程项目管理,个性化课程,嘉定校区,刘建国(99726) 星期一5-6节 [9-16] 博楼B116 杨龙才(93751) 星期一5-6节 [1-8] 博楼B116
CTE360901,交通工程实验,实践环节课程,嘉定校区,"张力楠(24139) 星期三1-2节 [5-7单 8] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),毋妙丽(94759) 星期三1-2节 [13] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),张力楠(24139),毋妙丽(94759) 星期三1-2节 [1 10] 致臻楼四楼实验室 王艳丽(16013),张力楠(24139) 星期三1-2节 [4-6双 9] 致臻楼四楼实验室 杨烁(23060),毋妙丽(94759) 星期三1-2节 [11-12] 致臻楼四楼实验室 王艳丽(16013) 星期三1-2节 [2-3 14-16] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),毋妙丽(94759) 星期五3-4节 [13] 致臻楼四楼实验室 张力楠(24139) 星期五3-4节 [5-7单 8] 致臻楼四楼实验室 杨烁(23060),毋妙丽(94759) 星期五3-4节 [11-12] 致臻楼四楼实验室 王艳丽(16013),杨烁(23060),张力楠(24139),毋妙丽(94759) 星期五3-4节 [1 10] 致臻楼四楼实验室 王艳丽(16013) 星期五3-4节 [2-3 14-16] 致臻楼四楼实验室 王艳丽(16013),张力楠(24139) 星期五3-4节 [4-6双 9] 致臻楼四楼实验室"
CTE251101,运输场站设施配置,专业必修课,嘉定校区,叶玉玲(96721) 星期一7-8节 [1-16] 博楼B313
CTE355801,站场与枢纽规划设计,专业选修课,嘉定校区,叶玉玲(96721) 星期二1-2节 [1-16] 博楼B213
CTE350601,运输系统仿真基础,专业选修课,嘉定校区,李浩(11036) 星期四3-4节 [1-16] 诚楼C410B
CTE350701,运输系统仿真基础（英语）,专业选修课,嘉定校区,李浩(11036) 星期四5-6节 [1-16] 诚楼C410B
CTE355901,集装箱运输与多式联运,专业选修课,嘉定校区,周雪梅(05088) 星期四3-4节 [1-9 16] 博楼B201 云美萍(04215) 星期四3-4节 [10-15] 博楼B201
CTE360201,国际贸易运输课程设计,实践环节课程,嘉定校区,杨晟(96814) 星期五3-4节 [1-2] 诚楼C403 杨晟(96814) 星期六1-7节 [1-2] 诚楼C403 杨晟(96814) 星期日1-7节 [1-2] 诚楼C403
CTE356001,列车运行智能管理与调度,专业选修课,嘉定校区,邹晓磊(01079) 星期一5-6节 [4-7 16] 博楼B213 徐瑞华(87744) 星期一5-6节 [1-3] 博楼B213 欧冬秀(97713) 星期一5-6节 [12-15] 博楼B213 王鹏玲(21058) 星期一5-6节 [8-11] 博楼B213
CTE472301,列车运行组织（英语）,个性化课程,嘉定校区,王鹏玲(21058) 星期五3-4节 [1-16] 学院安排
CTE241302,交通统计分析与建模,专业基础课,嘉定校区,刘皓冰(21147) 星期二1-2节 [11-16] 博楼B201 叶昕(14137) 星期二1-2节 [1-4 6-9] 博楼B201 王宇沁(20605) 星期二1-2节 [5 10] 博楼B201
CTE241303,交通统计分析与建模,专业基础课,嘉定校区,骆晓(18517) 星期二1-2节 [1-9] 博楼B203 郭赟韬(21015) 星期二1-2节 [10-16] 博楼B203
CTE241301,交通统计分析与建模,专业基础课,嘉定校区,岳李圣飒(22135) 星期二1-2节 [10-16] 安楼A114 王雪松(08125) 星期二1-2节 [1-9] 安楼A114
CTE251201,列车运行及控制原理,专业必修课,嘉定校区,周峰(16030) 星期四9-10节 [1-16] 诚楼C409
CTE356101,轨道交通基础设施智能维护（英语）,专业选修课,嘉定校区,周宇(07068) 星期一7-8节 [2-6] 博楼B310 祝文君(19037) 星期一7-8节 [1 11-16] 博楼B310 张献英(20525) 星期一7-8节 [7-10] 博楼B310
CTE361101,智能车路系统实训,实践环节课程,嘉定校区,杭鹏(22537) 星期四1-2节 [1-12] 博楼B115 王艳丽(16013) 星期四1-2节 [13-16] 博楼B115
CTE361102,智能车路系统实训,实践环节课程,嘉定校区,杭鹏(22537) 星期四3-4节 [1-12] 博楼B211 王艳丽(16013) 星期四3-4节 [13-16] 博楼B211
CTE001102,交通行为心理学,工程能力与创新思维,嘉定校区,柴晨(17508) 星期三7-8节 [12-15] 博楼B110 涂辉招(10119) 星期三7-8节 [1-11 16] 博楼B110
CTE001302,穿越与洞察：高铁见证下的自主创新之路,工程能力与创新思维,嘉定校区,黄世泽(14034) 星期三9-10节 [2-4双 5-8] 安楼A110 倪菲(17121) 星期三9-10节 [3] 安楼A110 王鹏玲(21058) 星期三9-10节 [1] 安楼A110
CTE001301,穿越与洞察：高铁见证下的自主创新之路,工程能力与创新思维,四平路校区,黄世泽(14034) 星期四7-8节 [2 5-8] 南108 熊国钺(06066) 星期四7-8节 [4] 南108 倪菲(17121) 星期四7-8节 [3] 南108 王鹏玲(21058) 星期四7-8节 [1] 南108
CTE001304,穿越与洞察：高铁见证下的自主创新之路,工程能力与创新思维,嘉定校区,王鹏玲(21058) 星期三9-10节 [9] 安楼A110 倪菲(17121) 星期三9-10节 [11] 安楼A110 黄世泽(14034) 星期三9-10节 [10 13-16] 安楼A110 熊国钺(06066) 星期三9-10节 [12] 安楼A110
CTE001303,穿越与洞察：高铁见证下的自主创新之路,工程能力与创新思维,四平路校区,倪菲(17121) 星期四7-8节 [11] 南108 王鹏玲(21058) 星期四7-8节 [9] 南108 黄世泽(14034) 星期四7-8节 [10 13-16] 南108 熊国钺(06066) 星期四7-8节 [12] 南108
CTE353001,运输系统仿真技术（英语）,专业必修课,嘉定校区,李浩(11036) 星期四7-8节 [1-16] 诚楼C408A
CTE356201,轨道交通路基智能建造,专业选修课,嘉定校区,肖军华(14170) 星期五3-4节 [16] 博楼B212 王长丹(15055) 星期五3-4节 [1-15] 博楼B212
CTE372201,智能货运系统与技术,个性化课程,嘉定校区,陆淼嘉(19032) 星期二3-4节 [10-11] 博楼B216 袁泉(19535) 星期二3-4节 [1-7 12-16] 博楼B216 惠英(01022) 星期二3-4节 [8-9] 博楼B216
CTE241401,数值计算方法,公共基础课,嘉定校区,周凯(22136) 星期四1-2节 [2-16双] 安楼A314
CTE353201,低空交通管理,专业选修课,嘉定校区,刘诗福(22167) 星期一9-10节 [1-16] 安楼A402
CTE001401,语言智能与人类未来,科学探索与生命关怀,四平路校区,王恬格(23182) 星期四7-8节 [1-16] 南205
CTE001402,语言智能与人类未来,通识选修课,嘉定校区,王恬格(23182) 星期一9-10节 [1-16] 博楼B114
,智能交通与车辆基础（上）,专业必修课,四平路校区,"白玉(04214),杨超(05020),滕靖(05184),孙剑(06075),唐克双(11067),宫岛(15016),岳李圣飒(22135),苏子诚(23534),任利惠(95719) 星期一7-8节 [1-16] 南409 白玉(04214),杨超(05020),滕靖(05184),孙剑(06075),唐克双(11067),宫岛(15016),岳李圣飒(22135),苏子诚(23534),任利惠(95719) 星期四1-2节 [1-15单] 南409"
QDC160121,工程智能基础,实践环节课程,四平路校区,"宗刚(05221),鲁正(11080),王梁坤(22191) 星期一5-8节 [5-6] 学院安排 朱晗(24062) 星期一5-8节 [11-16] 学院安排 陆科(13069),陈勇臻(18633) 星期一5-8节 [9-10] 学院安排 赵玛丽(22028),张红恩(24067) 星期一5-8节 [7-8] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期一5-8节 [1-4] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期四5-8节 [1-4] 学院安排 赵玛丽(22028),张红恩(24067) 星期四5-8节 [7-8] 学院安排 宗刚(05221),鲁正(11080),王梁坤(22191) 星期四5-8节 [5-6] 学院安排 朱晗(24062) 星期四5-8节 [11-16] 学院安排 陆科(13069),陈勇臻(18633) 星期四5-8节 [9-10] 学院安排"
QDC160120,工程智能基础,实践环节课程,四平路校区,"李华(11126) 星期一5-8节 [11-16] 学院安排 蒋烁(21020),薛梦奇(23099) 星期一5-8节 [7-8] 学院安排 唐辰(24074),李文博(24078) 星期一5-8节 [9-10] 学院安排 张天阳(19612),陈隽(99130) 星期一5-8节 [5-6] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期一5-8节 [1-4] 学院安排 蒋烁(21020),薛梦奇(23099) 星期四5-8节 [7-8] 学院安排 陈林(16503),张天阳(19612),陈隽(99130) 星期四5-8节 [5-6] 学院安排 唐和生(02036),陈林(16503),郑奇腾(22194),黄忠凯(23014) 星期四5-8节 [1-4] 学院安排 李华(11126) 星期四5-8节 [11-16] 学院安排 唐辰(24074),李文博(24078) 星期四5-8节 [9-10] 学院安排"
QDC160119,工程智能基础,实践环节课程,四平路校区,"白植舟(10003) 星期一5-8节 [5-6] 学院安排 崔哲(14043) 星期一5-8节 [11-16] 学院安排 朱元(05244),周泉(23180) 星期一5-8节 [9-10] 学院安排 杨濛(23008) 星期一5-8节 [7-8] 学院安排 唐和生(02036),郑奇腾(22194),黄忠凯(23014) 星期一5-8节 [1-4] 学院安排 杨濛(23008) 星期四5-8节 [7-8] 学院安排 朱元(05244),周泉(23180) 星期四5-8节 [9-10] 学院安排 唐和生(02036),陈林(16503),郑奇腾(22194),黄忠凯(23014) 星期四5-8节 [1-4] 学院安排 白植舟(10003),潘玥(20019) 星期四5-8节 [5-6] 学院安排 崔哲(14043) 星期四5-8节 [11-16] 学院安排"
QDC160118,工程智能基础,实践环节课程,四平路校区,"张锦龙(11125),魏泽勇(13110) 星期一5-8节 [5-6] 学院安排 俞春辉(18632),丁玉隆(23073) 星期一5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期一5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期一5-8节 [9-10] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期四5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期四5-8节 [9-10] 学院安排 张锦龙(11125),魏泽勇(13110) 星期四5-8节 [5-6] 学院安排 俞春辉(18632),丁玉隆(23073) 星期四5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160117,工程智能基础,实践环节课程,四平路校区,"刘超(19001),吴志露(23114) 星期一5-8节 [9-10] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 张自立(22160) 星期一5-8节 [11-16] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期一5-8节 [5-6] 学院安排 苏子诚(23534),李璨(24508) 星期一5-8节 [7-8] 学院安排 张自立(22160) 星期四5-8节 [11-16] 学院安排 苏子诚(23534),李璨(24508) 星期四5-8节 [7-8] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期四5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排 刘超(19001),吴志露(23114) 星期四5-8节 [9-10] 学院安排"
QDC160116,工程智能基础,实践环节课程,四平路校区,"欧阳威(24169) 星期一5-8节 [9-10] 学院安排 张文豪(10137),王志峰(25045) 星期一5-8节 [7-8] 学院安排 唐和生(02036),颜合想(15048),赵志鹏(23033) 星期一5-8节 [11-16] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 简晓彬(24072),陈永霖(24166) 星期一5-8节 [5-6] 学院安排 唐和生(02036),颜合想(15048) 星期四5-8节 [11-16] 学院安排 张文豪(10137),王志峰(25045) 星期四5-8节 [7-8] 学院安排 欧阳威(24169) 星期四5-8节 [9-10] 学院安排 简晓彬(24072),陈永霖(24166) 星期四5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160115,工程智能基础,实践环节课程,四平路校区,"赵玛丽(22028),张红恩(24067) 星期一5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 宗刚(05221),王梁坤(22191) 星期一5-8节 [11-16] 学院安排 朱晗(24062) 星期一5-8节 [9-10] 学院安排 陆科(13069),陈勇臻(18633) 星期一5-8节 [7-8] 学院安排 宗刚(05221),王梁坤(22191) 星期四5-8节 [11-16] 学院安排 赵玛丽(22028),张红恩(24067) 星期四5-8节 [5-6] 学院安排 陆科(13069),陈勇臻(18633) 星期四5-8节 [7-8] 学院安排 朱晗(24062) 星期四5-8节 [9-10] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160114,工程智能基础,实践环节课程,四平路校区,"李华(11126),曾令杰(23013) 星期一5-8节 [9-10] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 张天阳(19612),陈隽(99130) 星期一5-8节 [11-16] 学院安排 蒋烁(21020),薛梦奇(23099) 星期一5-8节 [5-6] 学院安排 唐辰(24074),李文博(24078) 星期一5-8节 [7-8] 学院安排 唐辰(24074),李文博(24078) 星期四5-8节 [7-8] 学院安排 陈林(16503),张天阳(19612),陈隽(99130) 星期四5-8节 [11-16] 学院安排 李华(11126),曾令杰(23013) 星期四5-8节 [9-10] 学院安排 蒋烁(21020),薛梦奇(23099) 星期四5-8节 [5-6] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排"
QDC160113,工程智能基础,实践环节课程,四平路校区,"朱元(05244),周泉(23180) 星期一5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期一5-8节 [1-4] 学院安排 白植舟(10003) 星期一5-8节 [11-16] 学院安排 崔哲(14043) 星期一5-8节 [9-10] 学院安排 杨濛(23008) 星期一5-8节 [5-6] 学院安排 杨濛(23008) 星期四5-8节 [5-6] 学院安排 白植舟(10003),潘玥(20019) 星期四5-8节 [11-16] 学院安排 朱元(05244),周泉(23180) 星期四5-8节 [7-8] 学院安排 宗刚(05221),颜合想(15048),王梁坤(22191),陈建立(24135) 星期四5-8节 [1-4] 学院安排 崔哲(14043) 星期四5-8节 [9-10] 学院安排"
QDC160112,工程智能基础,实践环节课程,四平路校区,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期一5-8节 [7-8] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期一5-8节 [9-10] 学院安排 张锦龙(11125),魏泽勇(13110) 星期一5-8节 [11-16] 学院安排 俞春辉(18632),丁玉隆(23073) 星期一5-8节 [5-6] 学院安排 张锦龙(11125),魏泽勇(13110) 星期四5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期四5-8节 [7-8] 学院安排 Zeeshan Qaiser(22190),朱崇强(24004) 星期四5-8节 [9-10] 学院安排 俞春辉(18632),丁玉隆(23073) 星期四5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排"
QDC160111,工程智能基础,实践环节课程,四平路校区,"苏子诚(23534),李璨(24508) 星期一5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期一5-8节 [11-16] 学院安排 徐骁青(21030) 星期一5-8节 [9-10] 学院安排 刘超(19001),吴志露(23114) 星期一5-8节 [7-8] 学院安排 郑康奕(18666028),袁晓芳(24864) 星期四5-8节 [11-16] 学院安排 刘超(19001),吴志露(23114) 星期四5-8节 [7-8] 学院安排 苏子诚(23534),李璨(24508) 星期四5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排 徐骁青(21030) 星期四5-8节 [9-10] 学院安排"
QDC160110,工程智能基础,实践环节课程,四平路校区,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 唐和生(02036),颜合想(15048),赵志鹏(23033) 星期一5-8节 [9-10] 学院安排 简晓彬(24072),陈永霖(24166) 星期一5-8节 [11-16] 学院安排 欧阳威(24169) 星期一5-8节 [7-8] 学院安排 张文豪(10137),王志峰(25045) 星期一5-8节 [5-6] 学院安排 张文豪(10137),王志峰(25045) 星期四5-8节 [5-6] 学院安排 简晓彬(24072),陈永霖(24166) 星期四5-8节 [11-16] 学院安排 唐和生(02036),颜合想(15048) 星期四5-8节 [9-10] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排 欧阳威(24169) 星期四5-8节 [7-8] 学院安排"
QDC160109,工程智能基础,实践环节课程,四平路校区,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 陆科(13069),陈勇臻(18633) 星期一5-8节 [5-6] 学院安排 宗刚(05221),王梁坤(22191) 星期一5-8节 [9-10] 学院安排 赵玛丽(22028),张红恩(24067) 星期一5-8节 [11-16] 学院安排 朱晗(24062) 星期一5-8节 [7-8] 学院安排 朱晗(24062) 星期四5-8节 [7-8] 学院安排 宗刚(05221),王梁坤(22191) 星期四5-8节 [9-10] 学院安排 赵玛丽(22028),张红恩(24067) 星期四5-8节 [11-16] 学院安排 陆科(13069),陈勇臻(18633) 星期四5-8节 [5-6] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排"
QDC160108,工程智能基础,实践环节课程,四平路校区,"李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 蒋烁(21020),薛梦奇(23099) 星期一5-8节 [11-16] 学院安排 张天阳(19612),陈隽(99130) 星期一5-8节 [9-10] 学院安排 李华(11126),曾令杰(23013) 星期一5-8节 [7-8] 学院安排 唐辰(24074),李文博(24078) 星期一5-8节 [5-6] 学院安排 唐辰(24074),李文博(24078) 星期四5-8节 [5-6] 学院安排 李华(11126),曾令杰(23013) 星期四5-8节 [7-8] 学院安排 陈林(16503),张天阳(19612),陈隽(99130) 星期四5-8节 [9-10] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排 蒋烁(21020),薛梦奇(23099) 星期四5-8节 [11-16] 学院安排"
QDC160107,工程智能基础,实践环节课程,四平路校区,"杨濛(23008) 星期一5-8节 [11-16] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期一5-8节 [1-4] 学院安排 朱元(05244),周泉(23180) 星期一5-8节 [5-6] 学院安排 白植舟(10003) 星期一5-8节 [9-10] 学院安排 崔哲(14043) 星期一5-8节 [7-8] 学院安排 朱元(05244),周泉(23180) 星期四5-8节 [5-6] 学院安排 崔哲(14043) 星期四5-8节 [7-8] 学院安排 杨濛(23008) 星期四5-8节 [11-16] 学院安排 白植舟(10003),潘玥(20019) 星期四5-8节 [9-10] 学院安排 李卫超(15017),潘子超(16032),方根深(23181) 星期四5-8节 [1-4] 学院安排"
QDC160106,工程智能基础,实践环节课程,四平路校区,"张天阳(19612) 星期一5-8节 [1-4] 学院安排 张锦龙(11125),魏泽勇(13110) 星期一5-8节 [9-10] 学院安排 Zeeshan Qaiser(22190) 星期一5-8节 [7-8] 学院安排 俞春辉(18632),丁玉隆(23073) 星期一5-8节 [11-16] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期一5-8节 [5-6] 学院安排 俞春辉(18632),丁玉隆(23073) 星期四5-8节 [11-16] 学院安排 张锦龙(11125),魏泽勇(13110) 星期四5-8节 [9-10] 学院安排 Zeeshan Qaiser(22190) 星期四5-8节 [7-8] 学院安排 梁鸿俞(21007),李璟昱(25024) 星期四5-8节 [5-6] 学院安排 张天阳(19612),潘玥(20019) 星期四5-8节 [1-4] 学院安排"
